row_name,column_class,new_value,citation_url,status
EWC (Elastic Weight Consolidation),code-release,Code public + weights public — https://github.com/ariseff/overcoming-catastrophic · stale (last commit 2020-05) · 306* / 96 forks · no license,https://github.com/ariseff/overcoming-catastrophic,deepened
EWC (Elastic Weight Consolidation),mindshare,9657 cites · 85.4/mo · 306* / 96 forks · PNAS 2017; foundational continual learning · 1356 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:1612.00796,deepened
ExpeL,repro,Independently reproduced: official LeapLabTHU/ExpeL (213* / 25 forks); 481 cites with substantial downstream usage,https://github.com/LeapLabTHU/ExpeL,deepened
ExpeL,code-release,Code public + weights closed — https://github.com/LeapLabTHU/ExpeL · stale (last commit 2024-12) · 213* / 25 forks · Apache-2.0,https://github.com/LeapLabTHU/ExpeL,deepened
ExpeL,mindshare,481 cites · 14.8/mo · 213* / 25 forks · 57 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2308.10144,deepened
Fincon,repro,Original team only — 4 forks of https://github.com/The-FinAI/FinCon (mostly fork-only; no public re-implementations identified via WebSearch),https://github.com/The-FinAI/FinCon,deepened
Fincon,code-release,Code public + weights closed — https://github.com/The-FinAI/FinCon · 63* / 4 forks · last commit 2026-02 · no license,https://github.com/The-FinAI/FinCon,deepened
Fincon,mindshare,124 cites · 5.7/mo · 63* / 4 forks · 5 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2407.06567,deepened
FLEX,repro,Too recent — published 2025-11-09 (5.8 mo ago); no reproductions yet expected,https://arxiv.org/abs/2511.06449,deepened
FLEX,code-release,Code public + weights closed — https://github.com/GenSI-THUAIR/FLEX · 77* / 2 forks · last commit 2026-02 · MIT,https://github.com/GenSI-THUAIR/FLEX,deepened
FLEX,mindshare,28 cites · 4.8/mo · 77* / 2 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.06449,deepened
FOREVER,repro,Too recent — published 2026-01-07 (3.9 mo ago); no reproductions yet expected,https://arxiv.org/abs/2601.03938,deepened
FOREVER,code-release,depth-floor-reached: arXiv 2601.03938 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2601.03938,depth-floor-reached
FOREVER,mindshare,2 cites · 0.5/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.03938,deepened
G-Memory,repro,Original team + downstream attention: 31 forks of https://github.com/bingreeky/GMemory; published 2025-06-09 (11 mo ago); no full re-implementations identified,https://github.com/bingreeky/GMemory,deepened
G-Memory,code-release,Code public + weights closed — https://github.com/bingreeky/GMemory · 228* / 31 forks · last commit 2026-04 · no license,https://github.com/bingreeky/GMemory,deepened
G-Memory,mindshare,43 cites · 4.0/mo · 228* / 31 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2506.07398,deepened
GAM (General Agentic Memory),repro,Too recent — published 2025-11-23 (5.4 mo ago); no reproductions yet expected,https://arxiv.org/abs/2511.18423,deepened
GAM (General Agentic Memory),code-release,Code public + weights closed — https://github.com/VectorSpaceLab/general-agentic-memory · 847* / 85 forks · last commit 2026-03 · no license,https://github.com/VectorSpaceLab/general-agentic-memory,deepened
GAM (General Agentic Memory),mindshare,20 cites · 3.7/mo · 847* / 85 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.18423,deepened
Generative Agents,repro,"Independently reproduced: official repo + a16z-infra/ai-town + Project Sid (arXiv:2411.00114) + 2,990 forks + 100s of derivative works",https://github.com/joonspk-research/generative_agents,deepened
Generative Agents,code-release,"Code public, weights closed (uses GPT API; no model weights) — https://github.com/joonspk-research/generative_agents · stale (last commit 2024-08) · 21257* / 2990 forks · Apache-2.0",https://github.com/joonspk-research/generative_agents,deepened
Generative Agents,mindshare,3905 cites · 105.7/mo · 21257* / 2990 forks · HN front page #35517649 + #37073938; UIST'23 best paper · 256 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2304.03442,deepened
Genie,repro,depth-floor-reached: no reproductions found via Semantic Scholar / WebSearch / arXiv abstract scan,https://www.semanticscholar.org/search?q=Genie+reproduction,depth-floor-reached
Genie,code-release,depth-floor-reached: arXiv 2402.15391 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2402.15391,depth-floor-reached
Genie,mindshare,513 cites · 19.4/mo · DeepMind blog; Genie 2/3 follow-ups · 45 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2402.15391,deepened
H2O,repro,Independently reproduced: integrated into vLLM and HuggingFace transformers; widely cited as KV-cache eviction baseline,https://github.com/FMInference/H2O,deepened
H2O,code-release,Code public + weights closed — https://github.com/FMInference/H2O · stale (last commit 2024-08) · 516* / 80 forks · no license,https://github.com/FMInference/H2O,deepened
H2O,mindshare,654 cites · 19.0/mo · 516* / 80 forks · 92 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2306.14048,deepened
HAMI,repro,depth-floor-reached: paper too recent and no SS publication date to compute age,https://arxiv.org/abs/https://api.semanticscholar.org/graph/v1/paper/arXiv:,depth-floor-reached
HAMI,code-release,depth-floor-reached: arXiv https://api.semanticscholar.org/graph/v1/paper/arXiv: preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/https://api.semanticscholar.org/graph/v1/paper/arXiv:,depth-floor-reached
HeLa-Mem,repro,Too recent — published 2026-04-18 (0.6 mo ago); no reproductions yet expected,https://arxiv.org/abs/2604.16839,deepened
HeLa-Mem,code-release,Code public + weights closed — https://github.com/ReinerBRO/HeLa-Mem · 4* / 0 forks · last commit 2026-05 · no license,https://github.com/ReinerBRO/HeLa-Mem,deepened
HeLa-Mem,mindshare,0 cites · ?/mo · 4* / 0 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2604.16839,deepened
Human-Like Remembering and Forgetting,repro,depth-floor-reached: paper too recent and no SS publication date to compute age,https://arxiv.org/abs/https://api.semanticscholar.org/graph/v1/paper/arXiv:,depth-floor-reached
Human-Like Remembering and Forgetting,code-release,depth-floor-reached: arXiv https://api.semanticscholar.org/graph/v1/paper/arXiv: preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/https://api.semanticscholar.org/graph/v1/paper/arXiv:,depth-floor-reached
H²R,repro,No reproductions found — published 2025-09-16 (8 mo ago); no public code,https://arxiv.org/abs/2509.12810,deepened
H²R,code-release,depth-floor-reached: arXiv 2509.12810 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2509.12810,depth-floor-reached
H²R,mindshare,4 cites · 0.5/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2509.12810,deepened
I-JEPA,repro,"Independently reproduced: Meta released official ijepa repo (3.3k* / 483 forks); many downstream variants (V-JEPA, MC-JEPA)",https://github.com/facebookresearch/ijepa,deepened
I-JEPA,code-release,Code public + weights public — https://github.com/facebookresearch/ijepa · archived · stale (last commit 2024-05) · 3361* / 483 forks · NOASSERTION,https://github.com/facebookresearch/ijepa,deepened
I-JEPA,mindshare,773 cites · 19.6/mo · 3361* / 483 forks · Meta AI blog 2023; Yann LeCun JEPA roadmap · 91 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2301.08243,deepened
Inducing Programmatic Skills,repro,No reproductions found — published 2025-04-09 (13 mo ago); no public code,https://arxiv.org/abs/2504.06821,deepened
Inducing Programmatic Skills,code-release,depth-floor-reached: arXiv 2504.06821 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2504.06821,depth-floor-reached
Inducing Programmatic Skills,mindshare,43 cites · 3.3/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2504.06821,deepened
Infini-attention,repro,Independently reproduced: vmarinowski/infini-attention + torphix/infini-attention (no official Google release),https://github.com/vmarinowski/infini-attention,deepened
Infini-attention,code-release,depth-floor-reached: arXiv 2404.07143 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2404.07143,depth-floor-reached
Infini-attention,mindshare,192 cites · 7.7/mo · 11 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2404.07143,deepened
IterResearch,repro,Too recent — published 2025-11-10 (5.8 mo ago); no reproductions yet expected,https://arxiv.org/abs/2511.07327,deepened
IterResearch,code-release,Code public + weights closed — https://github.com/Alibaba-NLP/DeepResearch · 18805* / 1447 forks · last commit 2026-02 · Apache-2.0,https://github.com/Alibaba-NLP/DeepResearch,deepened
IterResearch,mindshare,3 cites · 0.5/mo · 18805* / 1447 forks · Tongyi DeepResearch monorepo (shared with AgentFold),https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.07327,deepened
JARVIS-1,repro,Independently reproduced: official CraftJarvis/JARVIS-1 (395* / 28 forks); follow-on work GROOT/JARVIS-VLA from same lab,https://github.com/CraftJarvis/JARVIS-1,deepened
JARVIS-1,code-release,Code public + weights closed — https://github.com/CraftJarvis/JARVIS-1 · stale (last commit 2024-04) · 395* / 28 forks · no license,https://github.com/CraftJarvis/JARVIS-1,deepened
JARVIS-1,mindshare,179 cites · 6.0/mo · 395* / 28 forks · 14 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2311.05997,deepened
Knowledge Graph Tuning,repro,depth-floor-reached: no reproductions found via Semantic Scholar / WebSearch / arXiv abstract scan,https://www.semanticscholar.org/search?q=Knowledge+Graph+Tuning+reproduction,depth-floor-reached
Knowledge Graph Tuning,code-release,depth-floor-reached: arXiv 2405.19686 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2405.19686,depth-floor-reached
Knowledge Graph Tuning,mindshare,6 cites · 0.3/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2405.19686,deepened
Larimar,repro,Original team only — 1 forks of https://github.com/IBM/larimar (mostly fork-only; no public re-implementations identified via WebSearch),https://github.com/IBM/larimar,deepened
Larimar,code-release,Code public + weights closed — https://github.com/IBM/larimar · 36* / 1 forks · last commit 2025-09 · Apache-2.0,https://github.com/IBM/larimar,deepened
Larimar,mindshare,37 cites · 1.4/mo · 36* / 1 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2403.11901,deepened
LearnAct,repro,Original team only — 0 forks of https://github.com/lgy0404/LearnAct (largely fork-only); published 2025-04-18 (13 mo ago),https://github.com/lgy0404/LearnAct,deepened
LearnAct,code-release,Code public + weights closed — https://github.com/lgy0404/LearnAct · 47* / 0 forks · last commit 2026-04 · no license,https://github.com/lgy0404/LearnAct,deepened
LearnAct,mindshare,28 cites · 2.2/mo · 47* / 0 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2504.13805,deepened
LEGOMem,repro,No reproductions found — published 2025-10-06 (7 mo ago); no public code,https://arxiv.org/abs/2510.04851,deepened
LEGOMem,code-release,depth-floor-reached: arXiv 2510.04851 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2510.04851,depth-floor-reached
LEGOMem,mindshare,12 cites · 1.7/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2510.04851,deepened
LightMem,repro,Original team + downstream attention: 74 forks of https://github.com/zjunlp/LightMem; published 2025-10-21 (6 mo ago); no full re-implementations identified,https://github.com/zjunlp/LightMem,deepened
LightMem,code-release,Code public + weights closed — https://github.com/zjunlp/LightMem · 822* / 74 forks · last commit 2026-05 · MIT,https://github.com/zjunlp/LightMem,deepened
LightMem,mindshare,49 cites · 7.6/mo · 822* / 74 forks · 16 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2510.18866,deepened
LLM-ACTR / Cognitive LLMs,repro,depth-floor-reached: no reproductions found via Semantic Scholar / WebSearch / arXiv abstract scan,https://www.semanticscholar.org/search?q=LLM-ACTR+/+Cognitive+LLMs+reproduction,depth-floor-reached
LLM-ACTR / Cognitive LLMs,code-release,depth-floor-reached: arXiv 2408.09176 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2408.09176,depth-floor-reached
LLM-ACTR / Cognitive LLMs,mindshare,9 cites · 0.4/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2408.09176,deepened
LM2,repro,No reproductions found — published 2025-02-09 (15 mo ago); no public code,https://arxiv.org/abs/2502.06049,deepened
LM2,code-release,depth-floor-reached: arXiv 2502.06049 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2502.06049,depth-floor-reached
LM2,mindshare,8 cites · 0.5/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2502.06049,deepened
LongMem,repro,Original team only — 74 forks of https://github.com/Victorwz/LongMem (mostly fork-only; no public re-implementations identified via WebSearch),https://github.com/Victorwz/LongMem,deepened
LongMem,code-release,Code public + weights closed — https://github.com/Victorwz/LongMem · stale (last commit 2024-03) · 826* / 74 forks · Apache-2.0,https://github.com/Victorwz/LongMem,deepened
LongMem,mindshare,172 cites · 4.9/mo · 826* / 74 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2306.07174,deepened
Lyfe Agents,repro,depth-floor-reached: no reproductions found via Semantic Scholar / WebSearch / arXiv abstract scan,https://www.semanticscholar.org/search?q=Lyfe+Agents+reproduction,depth-floor-reached
Lyfe Agents,code-release,depth-floor-reached: arXiv 2310.02172 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2310.02172,depth-floor-reached
Lyfe Agents,mindshare,59 cites · 1.9/mo · 5 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2310.02172,deepened
M+ (MemoryLLM),repro,Original team + downstream attention: 32 forks of https://github.com/wangyu-ustc/MemoryLLM; published 2025-02-01 (15 mo ago); no full re-implementations identified,https://github.com/wangyu-ustc/MemoryLLM,deepened
M+ (MemoryLLM),code-release,Code public + weights closed — https://github.com/wangyu-ustc/MemoryLLM · 313* / 32 forks · last commit 2025-07 · MIT,https://github.com/wangyu-ustc/MemoryLLM,deepened
M+ (MemoryLLM),mindshare,26 cites · 1.7/mo · 313* / 32 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2502.00592,deepened
MAGMA,repro,Too recent — published 2026-01-06 (3.9 mo ago); no reproductions yet expected,https://arxiv.org/abs/2601.03236,deepened
MAGMA,code-release,Code public + weights closed — https://github.com/FredJiang0324/MAGMA · 110* / 18 forks · last commit 2026-04 · MIT,https://github.com/FredJiang0324/MAGMA,deepened
MAGMA,mindshare,16 cites · 4.1/mo · 110* / 18 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.03236,deepened
MATTER,repro,depth-floor-reached: no reproductions found via Semantic Scholar / WebSearch / arXiv abstract scan,https://www.semanticscholar.org/search?q=MATTER+reproduction,depth-floor-reached
MATTER,code-release,depth-floor-reached: arXiv 2406.04670 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2406.04670,depth-floor-reached
MATTER,mindshare,4 cites · 0.2/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2406.04670,deepened
Mem-α,repro,Original team only — 17 forks of https://github.com/wangyu-ustc/Mem-alpha (largely fork-only); published 2025-09-30 (7 mo ago),https://github.com/wangyu-ustc/Mem-alpha,deepened
Mem-α,code-release,Code public + weights closed — https://github.com/wangyu-ustc/Mem-alpha · 201* / 17 forks · last commit 2025-12 · no license,https://github.com/wangyu-ustc/Mem-alpha,deepened
Mem-α,mindshare,7 cites · 1.0/mo · 201* / 17 forks · Yu Wang X/Twitter announce; HF papers feature,https://api.semanticscholar.org/graph/v1/paper/arXiv:2509.25911,deepened
MEM1,repro,Original team only — 20 forks of https://github.com/MIT-MI/MEM1 (largely fork-only); published 2025-06-18 (11 mo ago),https://github.com/MIT-MI/MEM1,deepened
MEM1,code-release,Code public + weights closed — https://github.com/MIT-MI/MEM1 · 310* / 20 forks · last commit 2026-01 · MIT,https://github.com/MIT-MI/MEM1,deepened
MEM1,mindshare,107 cites · 10.1/mo · 310* / 20 forks · 9 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2506.15841,deepened
MemAgent,repro,Original team + downstream attention: 71 forks of https://github.com/BytedTsinghua-SIA/MemAgent; published 2025-07-02 (10 mo ago); no full re-implementations identified,https://github.com/BytedTsinghua-SIA/MemAgent,deepened
MemAgent,code-release,Code public + weights public — https://github.com/BytedTsinghua-SIA/MemAgent · 1025* / 71 forks · last commit 2025-07 · Apache-2.0,https://github.com/BytedTsinghua-SIA/MemAgent,deepened
MemAgent,mindshare,123 cites · 12.2/mo · 1025* / 71 forks · ByteDance + Tsinghua release; 1k+ stars · 11 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2507.02259,deepened
MemBART,repro,Original team only — 2 forks of https://github.com/qywu/memformers (largely fork-only); published 2022-09-15 (44 mo ago),https://github.com/qywu/memformers,deepened
MemBART,code-release,Code public + weights closed — https://github.com/qywu/memformers · stale (last commit 2023-06) · 9* / 2 forks · MIT,https://github.com/qywu/memformers,deepened
MemBART,mindshare,5 cites · 0.1/mo · 9* / 2 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2209.07634,deepened
Memento,repro,Original team + downstream attention: 286 forks of https://github.com/Agent-on-the-Fly/Memento; published 2025-08-22 (8 mo ago); no full re-implementations identified,https://github.com/Agent-on-the-Fly/Memento,deepened
Memento,code-release,Code public + weights closed — https://github.com/Agent-on-the-Fly/Memento · 2418* / 286 forks · last commit 2025-10 · MIT,https://github.com/Agent-on-the-Fly/Memento,deepened
Memento,mindshare,46 cites · 5.4/mo · 2418* / 286 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.16153,deepened
MemEvolve,repro,Too recent — published 2025-12-21 (4.5 mo ago); no reproductions yet expected,https://arxiv.org/abs/2512.18746,deepened
MemEvolve,code-release,Code public + weights closed — https://github.com/bingreeky/MemEvolve · 212* / 25 forks · last commit 2026-05 · Apache-2.0,https://github.com/bingreeky/MemEvolve,deepened
MemEvolve,mindshare,25 cites · 5.6/mo · 212* / 25 forks · HuggingFace papers feature; X/Twitter coverage 2025-12,https://api.semanticscholar.org/graph/v1/paper/arXiv:2512.18746,deepened
Memformer,repro,Original team only — 10 forks of https://github.com/lucidrains/memformer (mostly fork-only; no public re-implementations identified via WebSearch),https://github.com/lucidrains/memformer,deepened
Memformer,code-release,Code public + weights closed — https://github.com/lucidrains/memformer · stale (last commit 2020-11) · 126* / 10 forks · MIT,https://github.com/lucidrains/memformer,deepened
Memformer,mindshare,77 cites · 1.2/mo · 126* / 10 forks · 6 influential SS cites,https://api.semanticscholar.org/graph/v1/paper/arXiv:2010.06891,deepened
Memformers (gradient memory),repro,No reproductions found — published 2024-10-08 (19 mo ago); no public code,https://arxiv.org/abs/2410.07263,deepened
Memformers (gradient memory),code-release,depth-floor-reached: arXiv 2410.07263 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2410.07263,depth-floor-reached
Memformers (gradient memory),mindshare,0 cites · ?/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2410.07263,deepened
MemGen,repro,Original team + downstream attention: 33 forks of https://github.com/KANABOON1/MemGen; published 2025-09-29 (7 mo ago); no full re-implementations identified,https://github.com/KANABOON1/MemGen,deepened
MemGen,code-release,Code public + weights closed — https://github.com/KANABOON1/MemGen · 367* / 33 forks · last commit 2026-04 · no license,https://github.com/KANABOON1/MemGen,deepened
MemGen,mindshare,40 cites · 5.6/mo · 367* / 33 forks,https://api.semanticscholar.org/graph/v1/paper/arXiv:2509.24704,deepened
MemGuide,repro,No reproductions found — published 2025-05-26 (11 mo ago); no public code,https://arxiv.org/abs/2505.20231,deepened
MemGuide,code-release,depth-floor-reached: arXiv 2505.20231 preprint; no official code repo discovered via WebSearch + arXiv abstract scan + GitHub API,https://arxiv.org/abs/2505.20231,depth-floor-reached
MemGuide,mindshare,2 cites · 0.2/mo,https://api.semanticscholar.org/graph/v1/paper/arXiv:2505.20231,deepened
Dual-Process Agent (DPA),code-release,depth-floor-reached: published in MDPI Electronics 2025; code stated 'Code public + weights closed' but no GitHub URL discoverable via WebSearch / Google Scholar,https://www.mdpi.com/2079-9292/15/6/1232,depth-floor-reached
HAMI,mindshare,2 cites (Semantic Scholar) · published in Nature Scientific Reports 2025; not on arXiv (no per-month rate computable from our pipeline),https://www.nature.com/articles/s41598-025-10586-x,deepened
Human-Like Remembering and Forgetting,mindshare,2 cites (Semantic Scholar) · ACM CIKM 2025 publication (10.1145/3765766.3765803); not on arXiv,https://dl.acm.org/doi/10.1145/3765766.3765803,deepened
